image_id,folder,true_crop,expected_family,is_ood,vision_status,predicted_crop,crop_confidence,predicted_disease,disease_confidence,requires_second_image,has_clarification_prompt,prescription_emitted,prescription_crop,prescription_disease,prescription_chemical,outcome
Cauliflower__Alternaria_Disease/0008.jpg,Cauliflower__Alternaria_Disease,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Alternaria_Disease,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Alternaria_Disease/0009.jpg,Cauliflower__Alternaria_Disease,Cauliflower,Brassica,False,diagnosed,Cauliflower,0.9956,Cauliflower__Alternaria_Disease,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Alternaria_Disease/0010.jpg,Cauliflower__Alternaria_Disease,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Alternaria_Disease,0.9999,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Soft_Rot/0001.jpg,Cauliflower__Bacterial_Soft_Rot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Soft_Rot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Soft_Rot/0002.jpg,Cauliflower__Bacterial_Soft_Rot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Soft_Rot,0.9998,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Soft_Rot/0003.jpg,Cauliflower__Bacterial_Soft_Rot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Soft_Rot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Soft_Rot/0004.jpg,Cauliflower__Bacterial_Soft_Rot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Soft_Rot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Soft_Rot/0005.jpg,Cauliflower__Bacterial_Soft_Rot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Soft_Rot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Soft_Rot/0006.jpg,Cauliflower__Bacterial_Soft_Rot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Soft_Rot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Soft_Rot/0007.jpg,Cauliflower__Bacterial_Soft_Rot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Soft_Rot,0.9973,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Soft_Rot/0008.jpg,Cauliflower__Bacterial_Soft_Rot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Soft_Rot,0.9999,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Soft_Rot/0009.jpg,Cauliflower__Bacterial_Soft_Rot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Soft_Rot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Soft_Rot/0010.jpg,Cauliflower__Bacterial_Soft_Rot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Soft_Rot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Spot/0003.jpg,Cauliflower__Bacterial_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Spot/0005.jpg,Cauliflower__Bacterial_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Spot/0006.jpg,Cauliflower__Bacterial_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Spot,0.9963,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Spot/0007.jpg,Cauliflower__Bacterial_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Spot/0008.jpg,Cauliflower__Bacterial_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Spot/0009.jpg,Cauliflower__Bacterial_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Spot,0.9989,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Bacterial_Spot/0010.jpg,Cauliflower__Bacterial_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Bacterial_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Black_Spot/0001.jpg,Cauliflower__Black_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Black_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Black_Spot/0002.jpg,Cauliflower__Black_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Black_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Black_Spot/0003.jpg,Cauliflower__Black_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Black_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Black_Spot/0004.jpg,Cauliflower__Black_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Black_Spot,0.9999,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Black_Spot/0005.jpg,Cauliflower__Black_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Black_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Black_Spot/0006.jpg,Cauliflower__Black_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Black_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Black_Spot/0007.jpg,Cauliflower__Black_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Black_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Black_Spot/0008.jpg,Cauliflower__Black_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Black_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Black_Spot/0009.jpg,Cauliflower__Black_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Black_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Black_Spot/0010.jpg,Cauliflower__Black_Spot,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Black_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Downy_Mildew/0001.jpg,Cauliflower__Downy_Mildew,Cauliflower,Brassica,False,diagnosed,Cauliflower,0.9997,Cauliflower__Downy_Mildew,0.9996,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Downy_Mildew/0002.jpg,Cauliflower__Downy_Mildew,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Downy_Mildew,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Downy_Mildew/0003.jpg,Cauliflower__Downy_Mildew,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Downy_Mildew,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Downy_Mildew/0004.jpg,Cauliflower__Downy_Mildew,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Downy_Mildew,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Downy_Mildew/0005.jpg,Cauliflower__Downy_Mildew,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Downy_Mildew,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Downy_Mildew/0006.jpg,Cauliflower__Downy_Mildew,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Downy_Mildew,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Downy_Mildew/0007.jpg,Cauliflower__Downy_Mildew,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Downy_Mildew,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Downy_Mildew/0008.jpg,Cauliflower__Downy_Mildew,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Downy_Mildew,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Downy_Mildew/0009.jpg,Cauliflower__Downy_Mildew,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Downy_Mildew,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Downy_Mildew/0010.jpg,Cauliflower__Downy_Mildew,Cauliflower,Brassica,False,no_disease_model,Tomato,1.0,,0.0,False,False,False,,,,SAFE_ABSTAIN
Cauliflower__Healthy/0002.jpg,Cauliflower__Healthy,Cauliflower,Brassica,False,healthy,Cauliflower,1.0,Cauliflower__Healthy,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Healthy/0003.jpg,Cauliflower__Healthy,Cauliflower,Brassica,False,healthy,Cauliflower,1.0,Cauliflower__Healthy,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Healthy/0004.jpg,Cauliflower__Healthy,Cauliflower,Brassica,False,healthy,Cauliflower,1.0,Cauliflower__Healthy,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Healthy/0006.jpg,Cauliflower__Healthy,Cauliflower,Brassica,False,healthy,Cauliflower,1.0,Cauliflower__Healthy,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Healthy/0007.jpg,Cauliflower__Healthy,Cauliflower,Brassica,False,healthy,Cauliflower,1.0,Cauliflower__Healthy,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Healthy/0008.jpg,Cauliflower__Healthy,Cauliflower,Brassica,False,healthy,Cauliflower,1.0,Cauliflower__Healthy,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Healthy/0009.jpg,Cauliflower__Healthy,Cauliflower,Brassica,False,healthy,Cauliflower,1.0,Cauliflower__Healthy,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Healthy/0010.jpg,Cauliflower__Healthy,Cauliflower,Brassica,False,healthy,Cauliflower,1.0,Cauliflower__Healthy,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Nutrient_Deficiency/0001.jpg,Cauliflower__Nutrient_Deficiency,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Nutrient_Deficiency,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Nutrient_Deficiency/0002.jpg,Cauliflower__Nutrient_Deficiency,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Nutrient_Deficiency,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Nutrient_Deficiency/0003.jpg,Cauliflower__Nutrient_Deficiency,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Nutrient_Deficiency,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Nutrient_Deficiency/0004.jpg,Cauliflower__Nutrient_Deficiency,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Nutrient_Deficiency,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Nutrient_Deficiency/0005.jpg,Cauliflower__Nutrient_Deficiency,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Nutrient_Deficiency,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Nutrient_Deficiency/0006.jpg,Cauliflower__Nutrient_Deficiency,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Nutrient_Deficiency,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Nutrient_Deficiency/0007.jpg,Cauliflower__Nutrient_Deficiency,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Nutrient_Deficiency,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Nutrient_Deficiency/0008.jpg,Cauliflower__Nutrient_Deficiency,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Nutrient_Deficiency,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Nutrient_Deficiency/0009.jpg,Cauliflower__Nutrient_Deficiency,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Nutrient_Deficiency,1.0,False,False,False,,,,SAFE_AUTOMATION
Cauliflower__Nutrient_Deficiency/0010.jpg,Cauliflower__Nutrient_Deficiency,Cauliflower,Brassica,False,diagnosed,Cauliflower,1.0,Cauliflower__Nutrient_Deficiency,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Bacterial_Spot/0001.jpg,Chili__Bacterial_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Bacterial_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Bacterial_Spot/0002.jpg,Chili__Bacterial_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Bacterial_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Bacterial_Spot/0003.jpg,Chili__Bacterial_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Bacterial_Spot,0.9981,False,False,False,,,,SAFE_AUTOMATION
Chili__Bacterial_Spot/0004.jpg,Chili__Bacterial_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Bacterial_Spot,0.932,False,False,False,,,,SAFE_AUTOMATION
Chili__Bacterial_Spot/0005.jpg,Chili__Bacterial_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Bacterial_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Bacterial_Spot/0006.jpg,Chili__Bacterial_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Bacterial_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Bacterial_Spot/0007.jpg,Chili__Bacterial_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Bacterial_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Bacterial_Spot/0008.jpg,Chili__Bacterial_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Bacterial_Spot,0.9686,False,False,False,,,,SAFE_AUTOMATION
Chili__Bacterial_Spot/0009.jpg,Chili__Bacterial_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Bacterial_Spot,0.9981,False,False,False,,,,SAFE_AUTOMATION
Chili__Bacterial_Spot/0010.jpg,Chili__Bacterial_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Bacterial_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Cercospora_Leaf_Spot/0001.jpg,Chili__Cercospora_Leaf_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Cercospora_Leaf_Spot,0.9716,False,False,False,,,,SAFE_AUTOMATION
Chili__Cercospora_Leaf_Spot/0002.jpg,Chili__Cercospora_Leaf_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Cercospora_Leaf_Spot,0.9702,False,False,False,,,,SAFE_AUTOMATION
Chili__Cercospora_Leaf_Spot/0003.jpg,Chili__Cercospora_Leaf_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Bacterial_Spot,0.9587,False,False,False,,,,UNSAFE_AUTO_ADVISORY
Chili__Cercospora_Leaf_Spot/0004.jpg,Chili__Cercospora_Leaf_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Cercospora_Leaf_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Cercospora_Leaf_Spot/0005.jpg,Chili__Cercospora_Leaf_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Cercospora_Leaf_Spot,0.9491,False,False,False,,,,SAFE_AUTOMATION
Chili__Cercospora_Leaf_Spot/0006.jpg,Chili__Cercospora_Leaf_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Cercospora_Leaf_Spot,0.9982,False,False,False,,,,SAFE_AUTOMATION
Chili__Cercospora_Leaf_Spot/0007.jpg,Chili__Cercospora_Leaf_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Cercospora_Leaf_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Cercospora_Leaf_Spot/0008.jpg,Chili__Cercospora_Leaf_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Cercospora_Leaf_Spot,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Cercospora_Leaf_Spot/0009.jpg,Chili__Cercospora_Leaf_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Cercospora_Leaf_Spot,0.9998,False,False,False,,,,SAFE_AUTOMATION
Chili__Cercospora_Leaf_Spot/0010.jpg,Chili__Cercospora_Leaf_Spot,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Cercospora_Leaf_Spot,0.9996,False,False,False,,,,SAFE_AUTOMATION
Chili__Curl_Virus/0001.jpg,Chili__Curl_Virus,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Curl_Virus,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Curl_Virus/0002.jpg,Chili__Curl_Virus,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Curl_Virus,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Curl_Virus/0003.jpg,Chili__Curl_Virus,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Curl_Virus,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Curl_Virus/0004.jpg,Chili__Curl_Virus,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Curl_Virus,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Curl_Virus/0005.jpg,Chili__Curl_Virus,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Curl_Virus,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Curl_Virus/0006.jpg,Chili__Curl_Virus,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Curl_Virus,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Curl_Virus/0007.jpg,Chili__Curl_Virus,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Curl_Virus,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Curl_Virus/0008.jpg,Chili__Curl_Virus,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Curl_Virus,1.0,False,False,False,,,,SAFE_AUTOMATION
Chili__Curl_Virus/0009.jpg,Chili__Curl_Virus,Chili,Solanacea,False,diagnosed,Chili,1.0,Chili__Curl_Virus,1.0,False,False,False,,,,SAFE_AUTOMATION
